Name;Str.;Hnr.;PLZ;Ort;Landkreis;Ansprechpartner;Tel.;Fax;E-Mail;Webseite;Kategorie;Angebote;"HTML-Inhalt ""weitere Infos""";lat;lng
"Tanzcafé Mehrgenerationenhaus Rostock-Lütten Klein";"Danziger Straße";45d;18107;"Rostock Lütten Klein";"KS Rostock";;"0381 20875400";;beratung@alzheimer-mv.de;https://alzheimer-mv.de/projekte/projekte-im-ueberblick/#tanzcafe;Freizeit;"Musik &amp; Tanz";"<p>Tanz- und Musikcafé<br /> für Menschen mit Demenz und ihre Angehörigen</p> <p>Hier können Sie sich wohlfühlen, entspannt im Kreise Gleichgesinnter zu bekannten Klängen mit summen, singen oder tanzen und fröhlich sein. Es gibt frischen Kaffee und selbstgebackenen Kuchen.</p> <p><a href=""https://alzheimer-mv.de/wp-content/uploads/2019/09/Tanzcafe_Rostock.pdf"">Tanzcafé_Rostock</a></p> <p>Termin: jeder 1. Samstag im Monat, 14:30 &#8211; 17:00 Uhr<br /> Kosten: Pro Person 5 Euro (3 Euro mit Warnowpass)</p> <p>Die aktuellen Termine finden Sie auch  <a href=""https://alzheimer-mv.de/events/list/?tribe_paged=1&amp;tribe_event_display=list&amp;tribe-bar-search=tanzcaf%C3%A9"">in unserem Veranstaltungskalender</a></p> <p>Anfahrt:<br /> Straßenbahn: Linien 1 und 5, Haltestelle Rügener Straße<br /> Auto: Parkplätze am Haus</p>";54.1450567;12.051088
"Sana Hanse-Klinikum Wismar, Klinik für Psychiatrie, Psychotherapie und Psychosomatik";Störtebekerstraße;6;23966;Wismar;"LK Nordwestmecklenburg";;"03841 762865";;wismar@sana.de;https://www.sana-hanse-klinikum-wismar.de/psychiatrie-psychotherapie-und-psychosomatik/ambulanzen-sprechstunden/;Diagnose;"Institutsambulanz, Klinik, Ergotherapie, Physiotherapie, Gedächtnistraining, Musiktherapie, Körperbezogene Therapie, Erinnerungstherapie";"<div id=""c5215"" class=""csc-default frame frame-default ctype-header"">Expertensprechstunde</div> <div id=""c6933"" class=""csc-default frame frame-default ctype-text""> <p><strong>Anmeldung</strong><br /> Die Anmeldung erfolgt möglichst durch den überweisenden Arzt.<br /> Anmeldungen können in der Zeit von<br /> <span style=""color: var(--wpex-text-2);"">Montag bis Donnerstag: </span><span style=""color: var(--wpex-text-2);"">07:00 &#8211; 15:30 Uhr<br /> </span><span style=""color: var(--wpex-text-2);"">Freitag: </span><span style=""color: var(--wpex-text-2);"">07:00 &#8211; 14:00 Uhr<br /> </span>unter der Telefonnummer: 03841 762865 erfolgen.</p> <p>Außerhalb dieser Zeiten können Sie gern unter dieser Telefonnummer eine Nachricht auf dem Anrufbeantworter hinterlassen.</p> </div>";53.8841401;11.4378302
"Klinik und Poliklinik für Psychosomatische Medizin und Psychotherapie und DZNE/ Gedächtnissprechstunde";"Gelsheimer Straße";20;18147;"Rostock ";"KS Rostock";"Prof. Dr. med. Stefan Teipel, Dr. med. Ingo Kilimann";"0381 494-9480";;katharina.schweder@dzne.de;http://gedaechtnissprechstunde-rostock.de;Diagnose;Gedächtnissprechstunde;"<p>Terminvereinbarungen:<br /> Sekretariat Gedächtnissprechstunde<br /> Katharina Schweder<br /> Tel.: 0381 494 9480<br /> Fax: 0381 494 9472</p>";54.1463269;12.1186173
"Unimedizin Greifswald Klinik und Poliklinik für Neurologie/ Gedächtnissprechstunde";Ferdinand-Sauerbruch-Straße;1;17475;Greifswald;"LK Vorpommern Greifswald";;"03834 86-6832";"03834 86-6880";neurologie@med.uni-greifswald.de;https://www2.medizin.uni-greifswald.de/neurolog/klinik/schwerpunkte/demenz/;Diagnose;Gedächtnissprechstunde;"<p>Ambulanzzeiten:<br /> Montag 10.00 – 16.00 Uhr<br /> Mittwoch 10.00 – 12.00 Uhr</p> <p><a href=""https://www2.medizin.uni-greifswald.de/neurolog/fileadmin/user_upload/dokumente/Gedaechtnissprechstunde_final.pdf"">Flyer</a></p> <p>&nbsp;</p> <p>&nbsp;</p>";54.0872763;13.4088849
"Evangelisches Krankenhaus Bethanien und Gedächtnissprechstunde";"Gützkower Landstraße";69;17489;Greifswald;"LK Vorpommern Greifswald";"Oberärztin Dr. med. Susanne Hertenstein";"03834 543450";;reha@odebrecht-stiftung.de;https://odebrecht-stiftung.de/krankenhaus/demenz/;Diagnose;"Gedächtnissprechstunde, Institutsambulanz, Klinik, Therapiezentrum, Tageskliniken";"<p><strong>Fachkrankenhaus für Psychiatrie, Psychosomatik und Psychotherapie</strong></p> <p>In unserem Zentrum für Alterskompetenz kann die Behandlung je nach Einzelfall in einem unterschiedlichen Rahmen erfolgen:</p> <ul> <li><strong>Stationär</strong> auf unseren Gerontopsychiatrischen Akut- und Allgemeinstationen (<em><a href=""https://odebrecht-stiftung.de/krankenhaus/station-2/"">Station 2</a>, <a href=""https://odebrecht-stiftung.de/krankenhaus/station-4/"">Station 4</a></em>).</li> <li><strong>Teilstationär</strong> in einer unserer Tagesklinik für Menschen in der zweiten Lebenshälfte (<a href=""https://odebrecht-stiftung.de/krankenhaus/tageskliniken/""><em>TK4</em></a>).</li> <li><strong>Ambulant</strong> über unsere Memory-Clinic <strong>(Gedächtnissprechstunde)</strong> in der <a href=""https://odebrecht-stiftung.de/krankenhaus/institutsambulanz/""><em>Psychiatrischen Institutsambulanz</em></a>.<br /> <a href=""https://odebrecht-stiftung.de/krankenhaus/wp-content/uploads/sites/3/2017/06/odebrecht_pia-flyer.pdf"">Flyer der Psychiatrischen Institutsambulanz</a></li> </ul>";54.0782463;13.3819799
"AWO Betreute Wohngemeinschaft GEMIT Greifswald";Mendelejewweg;16a;17491;Greifswald;"LK Vorpommern Greifswald";;"03834 85 53508";"03834 85 32301";gemit-hgw@awo-vorpommern.de;https://www.awo-vorpommern.de/betreutes-wohnen/seniorenhaus-greifswald/betreutes-wohnen-gemit-greifswald.html;Wohnen;"Wohngemeinschaft für Menschen mit Demenz";"<p><strong>Gemeinschaftliches Wohnen für Senioren, Pflegebedürftige und Menschen mit Demenz</strong></p> <p>In den Senioren-Wohngemeinschaften von &#8222;GEMIT” teilen sich sechs bis zu acht pflegebedürftige Senioren eine Wohnung. Jeder WG-Bewohner hat sein eigenes Zimmer, gern auch mit privaten Möbeln eingerichtet. Die Küche, das große zentrale und schön eingerichtete Wohnzimmer und den Balkon nutzen die Senioren gemeinsam. Für private Treffen oder kleine Familienfeste steht im Erdgeschoss des Hauses ein liebevoll eingerichtetes „Cafestübchen“ zur Verfügung.</p> <p>Betreuungs- und Unterstützungsangebote werden vereinbart. Unterstützung bei der Pflege bietet der ambulante Pflegedienst vor Ort an. Weiterhin ist ein Besuch der Senioren-Tagespflege im Erdgeschoß des Hauses möglich. So können die Bewohner ihren Alltag besser bewältigen und Angehörige werden entlastet.</p>";54.0786458;13.4182507
"AWO Betreute Wohngemeinschaft ""Rosenhof""";Bahnhofstraße;16;18507;Grimmen;"LK Vorpommern Rügen";;"038326 533 288 oder 290";"038326 533 520";seniorentagespflege-grimmen@awo-vorpommern.de;https://alzheimer-mv.de/einrichtung/awo-betreute-wohngemeinschaft-rosenhof/;Wohnen;"Wohngemeinschaft für Menschen mit Demenz";"<h3>Ein Angebot für Menschen mit eingeschränkter Alltagskompetenz:</h3> <ul> <li>9 Appartments im 1. OG, ab 39 m² inklusive Gemeinschaftsräume</li> <li>ein Grundriss</li> <li>gemeinsamer Wohn- und Küchenbereich</li> <li>barrierefrei, Fahrstuhl im Haus</li> <li>Wohn-/Schlafbereich, Bad mit Dusche</li> <li>Anschluss Pantry und Waschmaschine</li> <li>Betreuung im Alltag</li> <li>individuelle Pflege durch den Ambulanten Pflegedienst und die Tagespflege</li> <li>Nachtbereitschaft</li> </ul>";54.1104734;13.0349322
"AWO Soziale Dienste VP gGmbH";Frankendamm;45;18439;Stralsund;"LK Vorpommern Rügen";;"03831 30970";"03831 309720";info@awo-vorpommern.de;https://www.awo-vorpommern.de;Pflege;"Tagespflege, Wohngemeinschaft für Menschen mit Demenz";"<p>Die AWO in Vorpommern engagiert sich in vielen verschiedenen Bereichen der Sozialarbeit. Sie ist Träger unterschiedlichster sozialer Einrichtungen und Dienste.</p> <p>Durch die individuelle Tagesbetreuung Ihres Angehörigen oder Freundes in unseren AWO Senioren-Tagespflege-Einrichtungen in Greifswald, Grimmen, Stralsund und Tribsees gewinnen Sie die für Sie notwendigen Freiräume.</p> <p>Wir informieren Sie gern über die einzelnen Standorte.</p> <p>In Grimmen befindet sich der &#8222;Rosenhof&#8220;, eine betreute Wohngemeinschaft für Menschen mit eingeschränkter Alltagskompetenz.</p>";54.3064918;13.0978242
"Bildungsinstitut für Gesundheits- und Sozialberufe - Seminare über Demenz";"Greifswalder Chaussee";62;18439;Stralsund;"LK Vorpommern Rügen";"Friedrich Eydam";"03831 383458";"03831 383453";info@bigs-mv.de;https://bigs-mv.de;Dozentinnen/Dozenten;"Dozentinnen/Dozenten, Weiterbildung, Demenz Partner - Schulungen";"<p>Staatlich anerkannte Einrichtung für Weiterbildung und Fachweiterbildungseinrichtung für Pflegeberufe</p> <p>Bitte sprechen Sie uns an bei Interesse an Seminaren, Vorträgen rund um das Thema Demenz.</p> <p>&nbsp;</p>";54.2777313;13.1052116
"Kontakt- und Informationsstelle für Selbsthilfegruppen Stralsund";Mönchstraße;17;18439;Stralsund;"LK Vorpommern Rügen";"Anke Landgraf";"03831 252 660";;kiss@stralsund.de;https://www.kiss-stralsund.de/;Selbsthilfe;"Kontakt- und Informationsstelle";"<p>Die Kontakt- und Informationsstelle für Selbsthilfegruppen koordiniert und unterstützt Selbsthilfegruppen im gesamten Landkreis Vorpommern-Rügen. Es wird beraten, informiert und in Hilfsangebote vermittelt. Zielgruppe sind Betroffene von Alter und besonderen sozialen Situationen, Behinderungen, chronischen Erkrankungen, psychischen Erkrankungen und Problemen, Suchterkrankungen sowie Angehörige und Eltern sowie alle Selbsthilfeinteressierten.</p> <p>Leistungen:</p> <p>Vermittlung in bestehende Selbsthilfegruppe<br /> Gründung und Begleitung neuer Selbsthilfegruppen<br /> Beratung bestehender Selbsthilfegruppen<br /> Beratung von Betroffenen, Fachleuten und Fachorganisationen<br /> Vermittlung und Beratung zu anderen Hilfsangeboten<br /> Öffentlichkeitsarbeit<br /> Sicherung der Anonymität der Betroffenen</p>";54.3141217;13.0879691
"Caritas Seniorenzentrum St. Josef Stralsund";Jungfernstieg;2-3a;18437;Stralsund;"LK Vorpommern Rügen";"Marcus Beyer";"03831 2420";"03831 242106";josef.stralsund@caritas-altenhilfe.de;http://www.caritas-altenhilfe.de/st-josef-stralsund;Pflege;"Tagespflege, Kurzzeitpflege, Verhinderungspflege";"<p>Wenn die Pflege zu Hause alle Beteiligten stark überlastet oder unmöglich wird, wenn sich eine Demenzerkrankung  zur übermäßigen Herausforderung entwickelt, werden Lösungen gebraucht, die passen, Perspektiven eröffnen und sich richtig anfühlen.</p> <p>Rufen Sie uns an! Wir helfen Ihnen gern, das richtige Hilfsangebot für Sie auszusuchen und beraten Sie in allen Dingen rund um Möglichkeiten, Kurzzeit- und Verhinderungspflege.</p>";54.3102689;13.0780886
"Unabhängige Demenzberatung Dietrich-Bonhoeffer-Klinikum";Salvador-Allende-Straße;30;17036;Neubrandenburg;"LK Mecklenburgische Seenplatte";;"0395 570 87 3030";;demenzberatung@lk-seenplatte.de;;Beratung;Demenzberatung;"<p><strong>Unabhängige Demenzberatung Mecklenburgische Seenplatte</strong></p> <p>Dietrich Bonhoeffer Klinikum in Zusammenarbeit mit dem Landkreis Mecklenburgische Seenplatte und den Pflegestützpunkten</p> <p>Montag bis Freitag von 13:00 bis 14:00 Uhr</p> <p>oder über die Pflegestützpunkte Neubrandenburg und Neustrelitz</p>";53.5457712;13.2950553
"Evangelisches Altenzentrum - Stiftung ""Stralsunder Schwesternheimathaus""";"Große Parower Str.";42;18435;Stralsund;"LK Vorpommern Rügen";"Christine Wawrsich";03831-37580;;shh@schwesternheimathaus.de;https://www.schwesternheimathaus.de/willkommen-im-schwesternheimathaus-stralsund;Pflege;Kurzzeitpflege;"<p>Die Arbeit im<b> Evangelischen Altenzentrum</b> wird von der Stiftung Stralsunder Schwesternheimathaus verantwortet. Als vollstationäre Pflegeeinrichtung gemäß § 43 SGB XI bietet sie eine Kapazität von 93 vollstationären Pflegeplätzen, inklusive 3 Kurzzeitpflegeplätzen für alte, pflegebedürftige Menschen.</p> <p>&nbsp;</p>";54.3271138;13.0808039
"Deutsche Alzheimer Gesellschaft Landesverband M-V e.V. Selbsthilfe Demenz";"Schwaaner Landstraße";10;18055;Rostock;"KS Rostock";"Kathleen Schluricke";"0381 - 208 754 00";;k.schluricke@alzheimer-mv.de;https://alzheimer-mv.de/unterstuetzung/beratung/#telefon;Demenzsimulator;"Demenzsimulator, Schulung von Ehrenamtlichen, Demenzberatung, Alzheimer Gesellschaften, Angehörigengruppe, Kontakt- und Informationsstelle, Betreuungsgruppe, Einzelbetreuung, Angehörigenschulung, Demenz Partner - Schulungen, Musik &amp; Tanz, Radtour, Veranstaltungen, Urlaub";"<p>Demenz betrifft diejenigen, die sie unmittelbar erleben und auch die, die bedingungslose Liebe und Unterstützung schenken. Die Teilhabe am Leben für Menschen mit Demenz und ihre An- und Zugehörigen soll selbstverständlich sein. Dafür sind gesellschaftliches Umdenken, staatliches, kommunales und auch bürgerschaftliches Engagement wichtiger denn je.</p> <p>In Ihrem Sinne arbeiten wir und viele Engagierte täglich für eine demenzsensible und sorgende Gemeinschaft in Mecklenburg-Vorpommern.</p> <p><strong>Seit 2008 sind wir an Ihrer Seite!</strong> <strong>Egal, ob Sie selbst oder jemand in Ihrem Umfeld von Demenz betroffen ist.</strong></p>";54.0742329;12.1404088
"Wohlfahrtseinrichtungen / Pflegehotel Stralsund";"Grünhufer Bogen";1a;18437;Stralsund;"LK Vorpommern Rügen";;"03831 304304";;info@wfehst.de;https://www.wfehst.de/;Nachtpflege;"Nachtpflege, Tagespflege, Kurzzeitpflege, Verhinderungspflege, Urlaub";"<p>Das &#8222;Pflegehotel Stralsund&#8220; ist eine solitäre Kurzzeitpflegeeinrichtung als Teil des Sozialzentrums &#8222;Am Grünhufer Bogen&#8220; im Wohngebiet Knieper West.</p> <p>Leistungsangebot auch für Demenzerkrankte:</p> <ul> <li>Kurzzeit- oder Verhinderungspflege im Anschluss an einen stationären Aufenthalt oder in sonstigen Krisensituationen mit Pflegegrad, z. B. wenn pflegende Angehörige verhindert sind oder sie vorübergehend Entlastung benötigen.</li> <li>Kurzzeitpflege nach SGB V §39c ohne Pflegegrad, z. B. Unterstützung nach einem Krankenhausaufenthalt oder einer ambulanten Operation.</li> <li>Für mitreisende Angehörige stehen 2 Hotelzimmer zur Verfügung.</li> <li>Pflege über Nacht</li> </ul> <p>Im Pflegehotel können Demenzerkrankte und ihre Angehörigen auch Urlaubstage verbringen.<br /> Bitte lassen Sie sich über das Angebot und die Möglichkeiten beraten.</p>";54.32074;13.05124
"Sozialpsychiatrischer Dienst - Landkreis Vorpommern-Rügen";Carl-Heydeman-Ring;67;18437;Stralsund;"LK Vorpommern Rügen";;"03831 357-1000";"03831 357 444001";FG33.10@lk-vr.de;https://www.lk-vr.de/Kreisverwaltung/Gesundheit/Sozialpsychiatrischer-Dienst/;Beratung;"Sozialpsychiatrische Beratung, Pflegestützpunkt, Rechtliche Betreuung";"<p><strong>Sozialpsychiatrischer Dienst</strong></p> <p>Hauptstandort Stralsund. Dezentrale Anlaufstellen werden in Bergen (Rüg), Ribnitz-Damgarten, Grimmen und Barth vorgehalten.</p> <p>Betroffene und Angehörige von Demenzerkrankten, die andere vorrangige Hilfen nicht nutzen oder nicht nutzen können werden kostenlos und bei Bedarf auch im Rahmen von Hausbesuchen beraten.</p> <div class=""einleitung""> <p><em><strong>Hilfen für psychisch kranke, behinderte und suchtkranke Menschen</strong></em></p> </div> <div> <p>Die Mitarbeiterinnen und Mitarbeiter im Sozialpsychiatrischen Dienst sind innerhalb des Landkreises Vorpommern-Rügen an verschiedenen Standorten vertreten und persönlich oder telefonisch erreichbar zu den Sprechzeiten des Gesundheitsamtes sowie nach Vereinbarung.</p> <p><strong><em>Sprechzeiten:</em></strong></p> <p>Dienstag: 09.00 &#8211; 12.00 Uhr und 13.30 &#8211; 18.00 Uhr</p> <p>Donnerstag: 09.00 &#8211; 12.00 Uhr und 13.30 &#8211; 16.00 Uhr</p> <table data-width=""100%"" data-border=""1"" data-bordertype=""all"" data-bordercolor=""#404040"" data-cellpadding=""1"" data-cellspacing=""1"" data-wordwrap=""1""> <tbody> <tr> <th><strong>Region</strong></th> <th><strong>Telefon</strong></th> <th><strong>Adresse</strong></th> </tr> <tr> <th>Stralsund</th> <td>+49 (3831) 357–2324</p> <p>+49 (3831) 357–2325</td> <td colspan=""1"" rowspan=""2""> Carl-Heydemann-Ring 67<br /> 18437 Stralsund</td> </tr> <tr> <th>Stralsunder Umland</th> <td>+49 (3831) 357–2326</td> </tr> <tr> <th>Grimmen</th> <td>+49 (3831) 357–2330</td> <td>Bahnhofstr. 12 – 13<br /> 18507 Grimmen</td> </tr> <tr> <th>Rügen</th> <td>+49 (3831) 357–2322</p> <p>+49 (3831) 357–2323</p> <p>+49 (3831) 357–2331</td> <td> Störtebekerstr. 30<br /> 18528 Bergen auf Rügen</td> </tr> <tr> <th>Ribnitz-Damgarten</th> <td>+49 (3831) 357–2327</td> <td>Scheunenweg 10<br /> 18311 Ribnitz-Damgarten</td> </tr> <tr> <th>Barth</th> <td>+49 (3831) 357–2333</td> <td>Teergang 2<br /> 18356 Barth</td> </tr> <tr> <th>Bad Sülze / Marlow</th> <td>+49 (3831) 357–2328</td> <td>Scheunenweg 10<br /> 18311 Ribnitz-Damgarten</td> </tr> </tbody> </table> </div> <p>Telefonischer Kontakt unter der Behördenrufnummer 115.</p> <p>&nbsp;</p>";54.3099915;13.0677773
"Helferkreis Volkssolidarität Uecker-Randow e.V. Mehrgenerationenhaus Torgelow";"Blumenthaler Str.";18;17358;Torgelow;"LK Vorpommern Greifswald";"Brigitte Seifert";"03976 2382 800 oder 0151 46328466";;hdbg@volkssolidaritaet.de;https://www.vs-gliederungen.de/uecker-randow-ev/begegnung-kultur/mehr-generationen-haus/;Selbsthilfe;"Angehörigengruppe, Einzelbetreuung, Entlastung von Pflegenden, Begegnung (MGH), seniorTrainer";"<p><strong>Selbsthilfegruppe Demenz &#8211; &#8222;Leben im Andersland&#8220;</strong><br /> Jeden zweiten Donnerstag im Monat treffen sich im Mehrgenerationenhaus Torgelow um 14 Uhr von dieser Krankheit Betroffene und ihre Angehörigen. Es sind aber auch Freunde, Verwandte und Nachbarn gern gesehen.</p> <p>&#8211; Selbsthilfegruppe von Angehörigen demenziell Erkrankter<br /> &#8211; Erfahrungsaustausch mit Menschen, die unter gleicher Problematik und Belastung stehen, Austausch von Ideen und Anregungen für die Alltagsbewältigung<br /> &#8211; Beratung zum Umgang mit Behörden und Hilfe bei Anträgen, Information über das Netz möglicher Hilfen<br /> &#8211; fachliche Beratung zum Krankheitsbild, Vorträge zu verschiedenen Themen<br /> &#8211; Betreuung der betroffenen Angehörigen während des Treffens</p> <p>Ziel: Entlastung der pflegenden Angehörigen, Vermeidung von Isolation und Überforderung</p> <p><strong>Helferkreis zur Demenzbegleitung<br /> </strong>stundenweise 1:1 Begleitung in der Häuslichkeit im Raum Uecker-Randow<br /> Kosten: 10,- €/Stunde jeweils erstattbar aus dem  Entlastungsbetrag aller Kassen</p>";53.6355281;14.0094605
"Tanzcafé ""Vergiss mein nicht"" in Stralsund";Sundpromenade;1a;18435;Stralsund;"LK Vorpommern Rügen";"Petra Dunkel";"0176 21 29 91 12";;info@foerderverein-fmmd.de;https://www.foerderverein-fmmd.de/angebote-1.html;Freizeit;"Musik &amp; Tanz";"<p>Der Förderverein für Menschen mit Demenz e.V. lädt ein, das Projekt Tanzcafé „Vergiss mein nicht“ kennen zulernen. Wir bieten für Interessierte, Betroffene und ihre Angehörigen im gesicherten Rahmen einen Austausch, um damit am gesellschaftlichen Leben teilhaben zu können. Es wird kein Eintritt erhoben, nur der Verzehr von Kaffee und Kuchen ist gewünscht.</p> <p class=""mobile-undersized-upper""><strong><span class=""mobile-undersized-upper"">Veranstaltungsort:<br /> </span></strong>Café &amp; Restaurant Ventspils<br /> Sundpromenade 1a | 18435 Stralsund</p> <p class=""mobile-undersized-upper""><span class=""mobile-undersized-upper""><strong>Anfahrt / Parkmöglichkeit:<br /> </strong></span>Mit dem Nahverkehr<br /> Haltestelle Olof-Palme-Platz<br /> Mit dem PKW<br /> Parkplatz direkt am Restaurant</p> <p class=""mobile-undersized-upper""><strong><span class=""mobile-undersized-upper"">Termine:<br /> </span></strong>jeden 1. Donnerstag im Monat<br /> von 15:30 &#8211; 17:00 Uhr</p> <p class=""mobile-undersized-upper""><strong>Veranstalter / Anmeldung:</strong><br /> Förderverein für Menschen mit Demenz e.V .<br /> Rotdornweg 10 | 18439 Stralsund</p> <p class=""mobile-undersized-upper"">Telefon: 03831 35 690 78<br /> info@foerderverein-fmmd.de</p>";54.3193015;13.0885843
